Origin Movement ID,Origin Display Name,Destination Movement ID,Destination Display Name,Date Range,Mean Travel Time (Seconds),Range - Lower Bound Travel Time (Seconds),Range - Upper Bound Travel Time (Seconds),TravelDistance (meters)
1116,"Harborwalk, Waterfront, Boston",391,"0 Colonial Way, Weston","07/31/2016 - 08/28/2016, Every day, Daily Average",1318,983,1766,24744
1116,"Harborwalk, Waterfront, Boston",400,"400 Slosberg Music Center, South Street, Brandeis, Waltham","07/31/2016 - 08/28/2016, Every day, Daily Average",1501,1171,1922,24643
1116,"Harborwalk, Waterfront, Boston",401,"Cottage Street, North Waltham, Waltham","07/31/2016 - 08/28/2016, Every day, Daily Average",1711,1368,2138,19273
1116,"Harborwalk, Waterfront, Boston",402,"100 Edward Road, Watertown","07/31/2016 - 08/28/2016, Every day, Daily Average",1208,893,1633,18290
1116,"Harborwalk, Waterfront, Boston",403,"0 Rossmere Street, Newtonville, Newton","07/31/2016 - 08/28/2016, Every day, Daily Average",1056,756,1473,16263
1116,"Harborwalk, Waterfront, Boston",404,"200 Herrick Road, Newton Centre, Newton","07/31/2016 - 08/28/2016, Every day, Daily Average",1555,1178,2051,18423
1116,"Harborwalk, Waterfront, Boston",405,"Upper Falls Greenway, Newton Highlands, Newton","07/31/2016 - 08/28/2016, Every day, Daily Average",1728,1276,2339,19973
1116,"Harborwalk, Waterfront, Boston",406,"100 Oak Street, Natick","07/31/2016 - 08/28/2016, Every day, Daily Average",1535,1131,2082,30979
1116,"Harborwalk, Waterfront, Boston",407,"0 Riverbend Drive, Natick","07/31/2016 - 08/28/2016, Every day, Daily Average",2120,1762,2550,35208
1116,"Harborwalk, Waterfront, Boston",409,"0 Chouteau Avenue, Framingham","07/31/2016 - 08/28/2016, Every day, Daily Average",1632,1280,2079,35173
